date,rank,author,title
1989-08-03 23:13:12,64,Warrant,Down Boys
1989-08-03 23:13:12,65,Donna Summer,This Time I Know It's For Real
1989-08-03 23:13:12,66,Indigo Girls,Closer To Fine
1989-08-03 23:13:12,67,Beastie Boys,Hey Ladies
1989-08-03 23:13:12,68,Seduction,(You're My One And Only) True Love
1989-08-03 23:13:12,69,Eddie Murphy,Put Your Mouth On Me
1989-08-03 23:13:12,70,Saraya,Love Has Taken Its Toll
1989-08-03 23:13:12,71,Whistle,Right Next To Me
1989-08-03 23:13:12,72,The Outfield,My Paradise
1989-08-03 23:13:12,73,Tom Petty,Runnin' Down A Dream
1989-08-03 23:13:12,74,Dead Or Alive,Come Home With Me Baby
1989-08-03 23:13:12,75,John Cafferty & The Beaver Brown Band,Pride & Passion
1989-08-03 23:13:12,76,Young M.C.,Bust A Move
1989-08-03 23:13:12,77,Rob Base & D.J. E-Z Rock,Joy And Pain
1989-08-03 23:13:12,78,The Jets,You Better Dance
1989-08-03 23:13:12,79,The Call,Let The Day Begin
1989-08-03 23:13:12,80,Starship,It's Not Enough
1989-08-03 23:13:12,81,Bobby Brown,Every Little Step
1989-08-03 23:13:12,82,BulletBoys,Smooth Up
1989-08-03 23:13:12,83,Paula Abdul,Forever Your Girl
1989-08-03 23:13:12,84,Waterfront,Nature Of Love
1989-08-03 23:13:12,85,The Cult,Fire Woman
1989-08-03 23:13:12,86,Dion,And The Night Stood Still
1989-08-03 23:13:12,87,Stage Dolls,Love Cries
1989-08-03 23:13:12,88,Cinderella,Gypsy Road
1989-08-03 23:13:12,89,Thirty Eight Special,Comin' Down Tonight
1989-08-03 23:13:12,90,Stevie Nicks,Rooms On Fire
1989-08-03 23:13:12,91,Tom Petty,I Won't Back Down
1989-08-03 23:13:12,92,Jimmy Harnen With Synch,Where Are You Now?
1989-08-03 23:13:12,93,Guns N' Roses,Nightrain
1989-08-03 23:13:12,94,Guns N' Roses,Patience
1989-08-03 23:13:12,95,Adrian Belew,Oh Daddy
1989-08-03 23:13:12,96,Cyndi Lauper,My First Night Without You
1989-08-03 23:13:12,97,SaFire,Gonna Make It
1989-08-03 23:13:12,98,Michael Damian,"Rock On (From ""Dream A Little Dream"")"
1989-08-03 23:13:12,99,Animotion,Calling It Love
1989-08-03 23:13:12,100,Living Colour,Open Letter (To A Landlord)
1988-08-03 17:24:00,1,Steve Winwood,Roll With It
1988-08-03 17:24:00,2,Breathe,Hands To Heaven
1988-08-03 17:24:00,3,Richard Marx,Hold On To The Nights
1988-08-03 17:24:00,4,Eric Carmen,Make Me Lose Control
1988-08-03 17:24:00,5,Terence Trent D'Arby,Sign Your Name
1988-08-03 17:24:00,6,Gloria Estefan & Miami Sound Machine,1-2-3
1988-08-03 17:24:00,7,Elton John,I Don't Wanna Go On With You Like That
1988-08-03 17:24:00,8,Chicago,I Don't Wanna Live Without Your Love
1988-08-03 17:24:00,9,Def Leppard,Pour Some Sugar On Me
1988-08-03 17:24:00,10,George Michael,Monkey
1988-08-03 17:24:00,11,The Contours,Do You Love Me
1988-08-03 17:24:00,12,Johnny Kemp,Just Got Paid
1988-08-03 17:24:00,13,D.J. Jazzy Jeff & The Fresh Prince,Parents Just Don't Understand
1988-08-03 17:24:00,14,Tracy Chapman,Fast Car
1988-08-03 17:24:00,15,Whitney Houston,Love Will Save The Day
1988-08-03 17:24:00,16,Fat Boys,The Twist
1988-08-03 17:24:00,17,Billy Ocean,The Colour Of Love
1988-08-03 17:24:00,18,Guns N' Roses,Sweet Child O' Mine
1988-08-03 17:24:00,19,Jane Wiedlin,Rush Hour
1988-08-03 17:24:00,20,Robert Palmer,Simply Irresistible
1988-08-03 17:24:00,21,Aerosmith,Rag Doll
1988-08-03 17:24:00,22,INXS,New Sensation
1988-08-03 17:24:00,23,Cheap Trick,The Flame
1988-08-03 17:24:00,24,Huey Lewis & The News,Perfect World
1988-08-03 17:24:00,25,Van Halen,When It's Love
1988-08-03 17:24:00,26,New Edition,If It Isn't Love
1988-08-03 17:24:00,27,Taylor Dayne,I'll Always Love You
1988-08-03 17:24:00,28,Pebbles,Mercedes Boy
1988-08-03 17:24:00,29,Pat Benatar,All Fired Up
1988-08-03 17:24:00,30,The Moody Blues,I Know You're Out There Somewhere
1988-08-03 17:24:00,31,Michael Jackson,Another Part Of Me
1988-08-03 17:24:00,32,Climie Fisher,Love Changes (Everything)
1988-08-03 17:24:00,33,Kenny Loggins,"Nobody's Fool (Theme From ""Caddyshack II"")"
1988-08-03 17:24:00,34,Rick Astley,It Would Take A Strong Strong Man
1988-08-03 17:24:00,35,REO Speedwagon,Here With Me
1988-08-03 17:24:00,36,Denise Lopez,Sayin' Sorry (Don't Make It Right)
1988-08-03 17:24:00,37,Peter Cetera,One Good Woman
1988-08-03 17:24:00,38,Daryl Hall John Oates,Missed Opportunity
1988-08-03 17:24:00,39,Al B. Sure!,Nite And Day
1988-08-03 17:24:00,40,Debbie Gibson,Foolish Beat
1988-08-03 17:24:00,41,Sade,Paradise
1988-08-03 17:24:00,42,New Kids On The Block,Please Don't Go Girl
1988-08-03 17:24:00,43,Johnny Hates Jazz,I Don't Want To Be A Hero
1988-08-03 17:24:00,44,Brenda K. Starr,I Still Believe
1988-08-03 17:24:00,45,Joan Jett & The Blackhearts,I Hate Myself For Loving You
1988-08-03 17:24:00,46,Paula Abdul,Knocked Out
1988-08-03 17:24:00,47,Stevie B,Spring Love (Come Back To Me)
1988-08-03 17:24:00,48,The Jets,Make It Real
1988-08-03 17:24:00,49,Rod Stewart,Lost In You
1988-08-03 17:24:00,50,Will To Power,Say It's Gonna Rain
1988-08-03 17:24:00,51,Crowded House,Better Be Home Soon
1988-08-03 17:24:00,52,Poison,Nothin' But A Good Time
1988-08-03 17:24:00,53,Scritti Politti Featuring Roger,Boom! There She Was
1988-08-03 17:24:00,54,Cyndi Lauper,Hole In My Heart (All The Way To China)
1988-08-03 17:24:00,55,Bruce Hornsby & The Range,Look Out Any Window
1988-08-03 17:24:00,56,Foreigner,Heart Turns To Stone
1988-08-03 17:24:00,57,Bobby McFerrin,"Don't Worry, Be Happy (From ""Cocktail"")"
1988-08-03 17:24:00,58,White Lion,Tell Me
1988-08-03 17:24:00,59,Bobby Brown,Don't Be Cruel
1988-08-03 17:24:00,60,D.J. Jazzy Jeff & The Fresh Prince,A Nightmare On My Street
1988-08-03 17:24:00,61,Corey Hart,In Your Soul
1988-08-03 17:24:00,62,Information Society,What's On Your Mind (Pure Energy)
1988-08-03 17:24:00,63,J.J. Fad,Supersonic
1988-08-03 17:24:00,64,Poison,Fallen Angel
1988-08-03 17:24:00,65,Dino,Summergirls
1988-08-03 17:24:00,66,Vanessa Williams,The Right Stuff
1988-08-03 17:24:00,67,Cheap Trick,Don't Be Cruel
1988-08-03 17:24:00,68,Samantha Fox,Naughty Girls (Need Love Too)
1988-08-03 17:24:00,69,Lita Ford,Kiss Me Deadly
1988-08-03 17:24:00,70,The Cover Girls,Inside Outside
1988-08-03 17:24:00,71,Keith Sweat (Duet With Jacci McGhee),Make It Last Forever
1988-08-03 17:24:00,72,Midnight Oil,Beds Are Burning
1988-08-03 17:24:00,73,George Michael,One More Try
1988-08-03 17:24:00,74,Stryper,Always There For You
1988-08-03 17:24:00,75,Nia Peeples,Trouble
1988-08-03 17:24:00,76,Gloria Estefan & Miami Sound Machine,Anything For You
1988-08-03 17:24:00,77,Michael Jackson,Dirty Diana
1988-08-03 17:24:00,78,Erasure,Chains Of Love
1988-08-03 17:24:00,79,Brenda K. Starr,What You See Is What You Get
1988-08-03 17:24:00,80,Freddie Jackson,Nice 'N' Slow
1988-08-03 17:24:00,81,Rick Astley,Together Forever
1988-08-03 17:24:00,82,Bruce Hornsby & The Range,The Valley Road
1988-08-03 17:24:00,83,Basia,Time And Tide
1988-08-03 17:24:00,84,Debbie Gibson,Staying Together
1988-08-03 17:24:00,85,Run-D.M.C.,"Mary, Mary"
1988-08-03 17:24:00,86,Robert Plant,Tall Cool One
1988-08-03 17:24:00,87,Cher,Skin Deep
1988-08-03 17:24:00,88,Midnight Oil,The Dead Heart
1988-08-03 17:24:00,89,Kylie Minogue,I Should Be So Lucky
1988-08-03 17:24:00,90,Times Two,Cecilia
1988-08-03 17:24:00,91,Belinda Carlisle,I Feel Free
1988-08-03 17:24:00,92,Rod Stewart,Forever Young
1988-08-03 17:24:00,93,Al B. Sure!,Off On Your Own (Girl)
1988-08-03 17:24:00,94,Belinda Carlisle,Circle In The Sand
1988-08-03 17:24:00,95,Tiffany,Feelings Of Forever
1988-08-03 17:24:00,96,Amy Grant,Lead Me On
1988-08-03 17:24:00,97,Brenda Russell Featuring Joe Esposito,Piano In The Dark
1988-08-03 17:24:00,98,Kings Of The Sun,Black Leather
1988-08-03 17:24:00,99,The System,Coming To America
1988-08-03 17:24:00,100,Ziggy Marley And The Melody Makers,Tomorrow People
1987-08-04 11:34:48,1,U2,I Still Haven't Found What I'm Looking For
1987-08-04 11:34:48,2,George Michael,"I Want Your Sex (From ""Beverly Hills Cop II"")"
1987-08-04 11:34:48,3,Bob Seger,"Shakedown (From ""Beverly Hills Cop II"")"
1987-08-04 11:34:48,4,T'Pau,Heart And Soul
1987-08-04 11:34:48,5,Suzanne Vega,Luka
1987-08-04 11:34:48,6,Gloria Estefan & Miami Sound Machine,Rhythm Is Gonna Get You
1987-08-04 11:34:48,7,Madonna,Who's That Girl
1987-08-04 11:34:48,8,The Jets,"Cross My Broken Heart (From ""Beverly Hills Cop II"")"
1987-08-04 11:34:48,9,Heart,Alone
1987-08-04 11:34:48,10,Robbie Nevil,Wot's It To Ya
1987-08-04 11:34:48,11,Los Lobos,La Bamba
1987-08-04 11:34:48,12,Richard Marx,Don't Mean Nothing
1987-08-04 11:34:48,13,Debbie Gibson,Only In My Dreams
1987-08-04 11:34:48,14,The Whispers,Rock Steady
1987-08-04 11:34:48,15,Janet Jackson,The Pleasure Principle
1987-08-04 11:34:48,16,Steve Winwood,Back In The High Life Again
1987-08-04 11:34:48,17,Whitney Houston,I Wanna Dance With Somebody (Who Loves Me)
1987-08-04 11:34:48,18,The Nylons,Kiss Him Goodbye
1987-08-04 11:34:48,19,Starship,It's Not Over ('til It's Over)
1987-08-04 11:34:48,20,Fleetwood Mac,Seven Wonders
1987-08-04 11:34:48,21,Dionne Warwick & Jeffrey Osborne,Love Power
1987-08-04 11:34:48,22,Klymaxx,I'd Still Say Yes
1987-08-04 11:34:48,23,Dan Hill (Duet With Vonda Shepard),Can't We Try
1987-08-04 11:34:48,24,Motley Crue,"Girls, Girls, Girls"
1987-08-04 11:34:48,25,Living In A Box,Living In A Box
1987-08-04 11:34:48,26,Bryan Adams,Hearts On Fire
1987-08-04 11:34:48,27,Crowded House,Something So Strong
1987-08-04 11:34:48,28,Huey Lewis & The News,Doing It All For My Baby
1987-08-04 11:34:48,29,ABC,When Smokey Sings
1987-08-04 11:34:48,30,Expose,Point Of No Return
1987-08-04 11:34:48,31,The System,Don't Disturb This Groove
1987-08-04 11:34:48,32,Sammy Hagar,Give To Live
1987-08-04 11:34:48,33,The Outfield,Since You've Been Gone
1987-08-04 11:34:48,34,Whitesnake,Here I Go Again
1987-08-04 11:34:48,35,Surface,Happy
1987-08-04 11:34:48,36,Danny Wilson,Mary's Prayer
1987-08-04 11:34:48,37,Michael Jackson With Siedah Garrett,I Just Can't Stop Loving You
1987-08-04 11:34:48,38,Pseudo Echo,Funkytown
1987-08-04 11:34:48,39,Fat Boys & The Beach Boys,Wipeout
1987-08-04 11:34:48,40,Whitney Houston,Didn't We Almost Have It All
1987-08-04 11:34:48,41,Freddie Jackson,Jam Tonight
1987-08-04 11:34:48,42,Jellybean Featuring Elisa Fiorillo,Who Found Who
1987-08-04 11:34:48,43,Jonathan Butler,Lies
1987-08-04 11:34:48,44,Bananarama,"I Heard A Rumour (From ""Disorderlies"")"
1987-08-04 11:34:48,45,Kenny G,Songbird
1987-08-04 11:34:48,46,Al Jarreau,Moonlighting (Theme)
1987-08-04 11:34:48,47,Grateful Dead,Touch Of Grey
1987-08-04 11:34:48,48,Smokey Robinson,One Heartbeat
1987-08-04 11:34:48,49,LL Cool J,I Need Love
1987-08-04 11:34:48,50,INXS & Jimmy Barnes,"Good Times (From ""The Lost Boys"")"
1987-08-04 11:34:48,51,Wang Chung,"Hypnotize Me (From ""Innerspace"")"
1987-08-04 11:34:48,52,Lisa Lisa And Cult Jam,Head To Toe
1987-08-04 11:34:48,53,Will To Power,Dreamin'
1987-08-04 11:34:48,54,The Cure,Why Can't I Be You?
1987-08-04 11:34:48,55,Kim Wilde,Say You Really Want Me
1987-08-04 11:34:48,56,Laura Branigan,Shattered Glass
1987-08-04 11:34:48,57,The Breakfast Club,Kiss And Tell
1987-08-04 11:34:48,58,Herb Alpert,Making Love In The Rain
1987-08-04 11:34:48,59,Natalie Cole,Jump Start
1987-08-04 11:34:48,60,Europe,Carrie
1987-08-04 11:34:48,61,Prince,U Got The Look
1987-08-04 11:34:48,62,Club Nouveau,Why You Treat Me So Bad
1987-08-04 11:34:48,63,Thirty Eight Special,"Back To Paradise (From ""Revenge Of The Nerds II"")"
1987-08-04 11:34:48,64,John Waite,These Times Are Hard For Lovers
1987-08-04 11:34:48,65,Atlantic Starr,Always
1987-08-04 11:34:48,66,Cutting Crew,One For The Mockingbird
1987-08-04 11:34:48,67,Lisa Lisa And Cult Jam,Lost In Emotion
1987-08-04 11:34:48,68,Alexander O'Neal,Fake
1987-08-04 11:34:48,69,Bruce Hornsby & The Range,Every Little Kiss
1987-08-04 11:34:48,70,Hooters,Johnny B
1987-08-04 11:34:48,71,Regina Belle,Show Me The Way
1987-08-04 11:34:48,72,Kenny Loggins,Meet Me Half Way
1987-08-04 11:34:48,73,REO Speedwagon,In My Dreams
1987-08-04 11:34:48,74,Genesis,In Too Deep
1987-08-04 11:34:48,75,David Bowie,Never Let Me Down
1987-08-04 11:34:48,76,Curiosity Killed The Cat,Misfit
1987-08-04 11:34:48,77,Jon Astley,Jane's Getting Serious
1987-08-04 11:34:48,78,Depeche Mode,Strangelove
1987-08-04 11:34:48,79,The Other Ones,Holiday
1987-08-04 11:34:48,80,Go West,Don't Look Down - The Sequel
1987-08-04 11:34:48,81,The Pointer Sisters,"Be There (From ""Beverly Hills Cop II"")"
1987-08-04 11:34:48,82,Eddie Money,Endless Nights
1987-08-04 11:34:48,83,Glenn Medeiros,Watching Over You
1987-08-04 11:34:48,84,Debbie Harry,In Love With Love
1987-08-04 11:34:48,85,Kim Wilde,You Keep Me Hangin' On
1987-08-04 11:34:48,86,Smokey Robinson,Just To See Her
1987-08-04 11:34:48,87,Level 42,Running In The Family
1987-08-04 11:34:48,88,Yello,Oh Yeah
1987-08-04 11:34:48,89,Poison,I Want Action
1987-08-04 11:34:48,90,Amazulu,Montego Bay
1987-08-04 11:34:48,91,Herb Alpert,Diamonds
1987-08-04 11:34:48,92,Rod Stewart,"Twistin' The Night Away (From ""Innerspace"")"
1987-08-04 11:34:48,93,Restless Heart,I'll Still Be Loving You
1987-08-04 11:34:48,94,Carly Simon,Give Me All Night
1987-08-04 11:34:48,95,Chris de Burgh,The Lady In Red
1987-08-04 11:34:48,96,Crowded House,World Where You Live
1987-08-04 11:34:48,97,The Silencers,Painted Moon
1987-08-04 11:34:48,98,Kool & The Gang,Holiday
1987-08-04 11:34:48,99,Tom Kimmel,That's Freedom
1987-08-04 11:34:48,100,Jennifer Rush (Duet With Elton John),Flames Of Paradise
1986-08-04 05:45:36,1,Peter Cetera,"Glory Of Love (Theme From ""The Karate Kid Part II"")"
1986-08-04 05:45:36,2,Madonna,Papa Don't Preach
1986-08-04 05:45:36,3,Belinda Carlisle,Mad About You
1986-08-04 05:45:36,4,Peter Gabriel,Sledgehammer
1986-08-04 05:45:36,5,Jermaine Stewart,We Don't Have To Take Our Clothes Off
1986-08-04 05:45:36,6,Rod Stewart,"Love Touch (Theme From ""Legal Eagles"")"
1986-08-04 05:45:36,7,Kenny Loggins,Danger Zone
1986-08-04 05:45:36,8,Steve Winwood,Higher Love
1986-08-04 05:45:36,9,Bananarama,Venus
1986-08-04 05:45:36,10,Timex Social Club,Rumors
1986-08-04 05:45:36,11,Genesis,Invisible Touch
1986-08-04 05:45:36,12,Wham!,The Edge Of Heaven
1986-08-04 05:45:36,13,Lionel Richie,Dancing On The Ceiling
1986-08-04 05:45:36,14,Janet Jackson,Nasty
1986-08-04 05:45:36,15,Michael McDonald,"Sweet Freedom (Theme From ""Running Scared"")"
1986-08-04 05:45:36,16,Jeffrey Osborne,You Should Be Mine (The Woo Woo Song)
1986-08-04 05:45:36,17,Billy Joel,"Modern Woman (From ""Ruthless People"")"
1986-08-04 05:45:36,18,Berlin,"Take My Breath Away (Love Theme From ""Top Gun"")"
1986-08-04 05:45:36,19,Pet Shop Boys,Opportunities (Let's Make Lots Of Money)
1986-08-04 05:45:36,20,Journey,Suzanne
1986-08-04 05:45:36,21,The Blow Monkeys,Digging Your Scene
1986-08-04 05:45:36,22,The Outfield,All The Love In The World
1986-08-04 05:45:36,23,Carl Anderson & Gloria Loring,Friends And Lovers
1986-08-04 05:45:36,24,Gavin Christopher,One Step Closer To You
1986-08-04 05:45:36,25,Andy Taylor,Take It Easy
1986-08-04 05:45:36,26,Regina,Baby Love
1986-08-04 05:45:36,27,Miami Sound Machine,Words Get In The Way
1986-08-04 05:45:36,28,David Lee Roth,Yankee Rose
1986-08-04 05:45:36,29,The Monkees,"That Was Then, This Is Now"
1986-08-04 05:45:36,30,John Mellencamp,Rumbleseat
1986-08-04 05:45:36,31,Klymaxx,"Man Size Love (From ""Running Scared"")"
1986-08-04 05:45:36,32,Mike + The Mechanics,Taken In
1986-08-04 05:45:36,33,Huey Lewis & The News,Stuck With You
1986-08-04 05:45:36,34,Simply Red,Holding Back The Years
1986-08-04 05:45:36,35,Device,Hanging On A Heart Attack
1986-08-04 05:45:36,36,Glass Tiger,Don't Forget Me (When I'm Gone)
1986-08-04 05:45:36,37,Double,The Captain Of Her Heart
1986-08-04 05:45:36,38,The Moody Blues,Your Wildest Dreams
1986-08-04 05:45:36,39,El DeBarge,"Who's Johnny (""Short Circuit"" Theme)"
1986-08-04 05:45:36,40,Billy Ocean,Love Zone
1986-08-04 05:45:36,41,Billy Ocean,There'll Be Sad Songs (To Make You Cry)
1986-08-04 05:45:36,42,Queen,A Kind Of Magic
1986-08-04 05:45:36,43,Run-D.M.C.,Walk This Way
1986-08-04 05:45:36,44,Daryl Hall,Dreamtime
1986-08-04 05:45:36,45,Mary Jane Girls,"Walk Like A Man (From ""A Fine Mess"")"
1986-08-04 05:45:36,46,Stacey Q,Two Of Hearts
1986-08-04 05:45:36,47,The Fixx,Secret Separation
1986-08-04 05:45:36,48,Howard Jones,No One Is To Blame
1986-08-04 05:45:36,49,ZZ Top,Velcro Fly
1986-08-04 05:45:36,50,GTR,When The Heart Rules The Mind
1986-08-04 05:45:36,51,Paul McCartney,Press
1986-08-04 05:45:36,52,Thirty Eight Special,Somebody Like You
1986-08-04 05:45:36,53,Chaka Khan,Love Of A Lifetime
1986-08-04 05:45:36,54,Heart,If Looks Could Kill
1986-08-04 05:45:36,55,Patti LaBelle,"Oh, People"
1986-08-04 05:45:36,56,Loverboy,Heaven In Your Eyes
1986-08-04 05:45:36,57,Nu Shooz,Point Of No Return
1986-08-04 05:45:36,58,Simply Red,Money$ Too Tight (To Mention)
1986-08-04 05:45:36,59,The Fabulous Thunderbirds,Tuff Enuff
1986-08-04 05:45:36,60,Janet Jackson,When I Think Of You
1986-08-04 05:45:36,61,Lisa Lisa And Cult Jam With Full Force Featuring Paul Anthony & Bow Legged Lou,All Cried Out
1986-08-04 05:45:36,62,Eurythmics,Missionary Man
1986-08-04 05:45:36,63,Prince And The Revolution,Anotherloverholenyohead
1986-08-04 05:45:36,64,New Edition,With You All The Way
1986-08-04 05:45:36,65,Robert Palmer,Hyperactive
1986-08-04 05:45:36,66,Honeymoon Suite,What Does It Take
1986-08-04 05:45:36,67,Van Halen,Love Walks In
1986-08-04 05:45:36,68,Patti LaBelle & Michael McDonald,On My Own
1986-08-04 05:45:36,69,Bob Seger,Like A Rock
1986-08-04 05:45:36,70,Mick Jagger,Ruthless People
1986-08-04 05:45:36,71,Billy Joel,A Matter Of Trust
1986-08-04 05:45:36,72,Thompson Twins,Nothing In Common
1986-08-04 05:45:36,73,Van Halen,Dreams
1986-08-04 05:45:36,74,The Jets,Crush On You
1986-08-04 05:45:36,75,Sheena Easton,"So Far So Good (From ""About Last Night"")"
1986-08-04 05:45:36,76,The Jets,Private Number
1986-08-04 05:45:36,77,Starship,Before I Go
1986-08-04 05:45:36,78,Bruce Hornsby & The Range,Every Little Kiss
1986-08-04 05:45:36,79,Icehouse,No Promises
1986-08-04 05:45:36,80,John Eddie,Jungle Boy
1986-08-04 05:45:36,81,Limited Warranty,Victory Line
1986-08-04 05:45:36,82,Thirty Eight Special,Like No Other Night
1986-08-04 05:45:36,83,Paul Simon,You Can Call Me Al
1986-08-04 05:45:36,84,Gwen Guthrie,Ain't Nothin' Goin' On But The Rent
1986-08-04 05:45:36,85,Nu Shooz,I Can't Wait
1986-08-04 05:45:36,86,The Fabulous Thunderbirds,Wrap It Up
1986-08-04 05:45:36,87,Level 42,Hot Water
1986-08-04 05:45:36,88,El DeBarge,Love Always
1986-08-04 05:45:36,89,The Beatles,Twist And Shout
1986-08-04 05:45:36,90,Doctor And The Medics,Spirit In The Sky
1986-08-04 05:45:36,91,"Emerson, Lake & Powell",Touch And Go
1986-08-04 05:45:36,92,Level 42,Something About You
1986-08-04 05:45:36,93,Boys Don't Cry,I Wanna Be A Cowboy
1986-08-04 05:45:36,94,George Michael,A Different Corner
1986-08-04 05:45:36,95,Air Supply,Lonely Is The Night
1986-08-04 05:45:36,96,Isle Of Man,Am I Forgiven
1986-08-04 05:45:36,97,Barry Manilow,I'm Your Man
1986-08-04 05:45:36,98,The S.O.S. Band,The Finest
1986-08-04 05:45:36,99,The Bangles,If She Knew What She Wants
1986-08-04 05:45:36,100,Madonna,Live To Tell
1985-08-03 23:56:24,1,Tears For Fears,Shout
1985-08-03 23:56:24,2,Paul Young,Everytime You Go Away
1985-08-03 23:56:24,3,Sting,If You Love Somebody Set Them Free
1985-08-03 23:56:24,4,Whitney Houston,You Give Good Love
1985-08-03 23:56:24,5,Bruce Springsteen,Glory Days
1985-08-03 23:56:24,6,Corey Hart,Never Surrender
1985-08-03 23:56:24,7,Huey Lewis & The News,The Power Of Love
1985-08-03 23:56:24,8,Night Ranger,Sentimental Street
1985-08-03 23:56:24,9,The Power Station,Get It On (Bang A Gong)
1985-08-03 23:56:24,10,Debarge,Who's Holding Donna Now
1985-08-03 23:56:24,11,Duran Duran,A View To A Kill
1985-08-03 23:56:24,12,Aretha Franklin,Freeway Of Love
1985-08-03 23:56:24,13,Depeche Mode,People Are People
1985-08-03 23:56:24,14,Prince And The Revolution,Raspberry Beret
1985-08-03 23:56:24,15,Bryan Adams,Summer Of '69
1985-08-03 23:56:24,16,Dead Or Alive,You Spin Me Round (Like A Record)
1985-08-03 23:56:24,17,Heart,What About Love?
1985-08-03 23:56:24,18,John Parr,St. Elmo's Fire (Man In Motion)
1985-08-03 23:56:24,19,Paul Hardcastle,19
1985-08-03 23:56:24,20,Tina Turner,We Don't Need Another Hero (Thunderdome)
1985-08-03 23:56:24,21,Freddie Jackson,Rock Me Tonight
1985-08-03 23:56:24,22,Phil Collins,Sussudio
1985-08-03 23:56:24,23,'Til Tuesday,Voices Carry
1985-08-03 23:56:24,24,Survivor,The Search Is Over
1985-08-03 23:56:24,25,Air Supply,Just As I Am
1985-08-03 23:56:24,26,Billy Joel,You're Only Human (Second Wind)
1985-08-03 23:56:24,27,Rick Springfield,State Of the Heart
1985-08-03 23:56:24,28,Eurythmics,Would I Lie To You?
1985-08-03 23:56:24,29,Phil Collins,Don't Lose My Number
1985-08-03 23:56:24,30,Pat Benatar,Invincible (Theme From The Legend Of Billie Jean)
1985-08-03 23:56:24,31,Kool & The Gang,Cherish
1985-08-03 23:56:24,32,Billy Ocean,Mystery Lady
1985-08-03 23:56:24,33,Amy Grant,Find A Way
1985-08-03 23:56:24,34,The Pointer Sisters,Dare Me
1985-08-03 23:56:24,35,Howard Jones,Life In One Day
1985-08-03 23:56:24,36,Prince And The Revolution,Pop Life
1985-08-03 23:56:24,37,Wham!,Freedom
1985-08-03 23:56:24,38,Don Henley,Not Enough Love In The World
1985-08-03 23:56:24,39,Motley Crue,Smokin' In The Boys Room
1985-08-03 23:56:24,40,Lisa Lisa And Cult Jam With Full Force,I Wonder If I Take You Home
1985-08-03 23:56:24,41,Animotion,Let Him Go
1985-08-03 23:56:24,42,Patti LaBelle,Stir It Up
1985-08-03 23:56:24,43,Dire Straits,Money For Nothing
1985-08-03 23:56:24,44,The Motels,Shame
1985-08-03 23:56:24,45,REO Speedwagon,Live Every Moment
1985-08-03 23:56:24,46,Cyndi Lauper,The Goonies `R' Good Enough
1985-08-03 23:56:24,47,Ratt,Lay It Down
1985-08-03 23:56:24,48,Bryan Adams,Heaven
1985-08-03 23:56:24,49,Mary Jane Girls,Wild And Crazy Love
1985-08-03 23:56:24,50,Cock Robin,When Your Heart Is Weak
1985-08-03 23:56:24,51,Kenny Loggins,Forever
1985-08-03 23:56:24,52,Katrina And The Waves,Do You Want Crying
1985-08-03 23:56:24,53,Limahl,Only For Love
1985-08-03 23:56:24,54,Kim Carnes,Crazy In The Night (Barking At Airplanes)
1985-08-03 23:56:24,55,Loose Ends,Hangin' On A String
1985-08-03 23:56:24,56,Laura Branigan,Spanish Eddie
1985-08-03 23:56:24,57,Madonna,Angel
1985-08-03 23:56:24,58,Michael McDonald,No Lookin' Back
1985-08-03 23:56:24,59,Jeff Beck & Rod Stewart,People Get Ready
1985-08-03 23:56:24,60,Sade,Your Love Is King
1985-08-03 23:56:24,61,Godley & Creme,Cry
1985-08-03 23:56:24,62,Y&T,Summertime Girls
1985-08-03 23:56:24,63,Go West,Call Me
1985-08-03 23:56:24,64,Eurythmics,There Must Be An Angel
1985-08-03 23:56:24,65,Tears For Fears,Everybody Wants To Rule The World
1985-08-03 23:56:24,66,John Cafferty & The Beaver Brown Band,Tough All Over
1985-08-03 23:56:24,67,a-ha,Take On Me
1985-08-03 23:56:24,68,Howard Jones,Things Can Only Get Better
1985-08-03 23:56:24,69,Billy Crystal,You Look Marvelous
1985-08-03 23:56:24,70,Daryl Hall John Oates,Possession Obsession
1985-08-03 23:56:24,71,King,Love And Pride
1985-08-03 23:56:24,72,UB40,I Got You Babe
1985-08-03 23:56:24,73,Cheap Trick,Tonight It's You
1985-08-03 23:56:24,74,Kim Carnes,Abadabadango
1985-08-03 23:56:24,75,Julian Lennon,Jesse
1985-08-03 23:56:24,76,Billy Ocean,Suddenly
1985-08-03 23:56:24,77,Lone Justice,Sweet Sweet Baby(I'm Falling)
1985-08-03 23:56:24,78,Chaka Khan,Through the Fire
1985-08-03 23:56:24,79,"""Weird Al"" Yankovic",Like A Surgeon
1985-08-03 23:56:24,80,Jesse Johnson's Revue,I Want My Girl
1985-08-03 23:56:24,81,Glenn Frey,Smuggler's Blues
1985-08-03 23:56:24,82,Alison Moyet,Love Resurrection
1985-08-03 23:56:24,83,Curtie & The Boom Box,Black Kisses Never Make You Blue
1985-08-03 23:56:24,84,Gino Vannelli,Black Cars
1985-08-03 23:56:24,85,Ready For The World,Oh Sheila
1985-08-03 23:56:24,86,The Beach Boys,Getcha Back
1985-08-03 23:56:24,87,Katrina And The Waves,Walking On Sunshine
1985-08-03 23:56:24,88,Bon Jovi,In And Out Of Love
1985-08-03 23:56:24,89,Belouis Some,Some People
1985-08-03 23:56:24,90,The Beach Boys,It's Getting Late
