rating,review,displayName,isVerified,isSuperReviewer,hasSpoilers,hasProfanity,score,timeFromCreation,user.displayName,user.accountLink,user.realm,user.userId,displayImageUrl
5.0,Great movie.  Looking forward to sequel.,Patrick,True,False,False,False,5.0,"Nov 07, 2021",Patrick,,Fandango,aa297100-8138-4440-bbea-125558a72386,
2.0,Nice effects and great casting but it is very long and very boring.,Anthony C,False,False,False,False,2.0,"Nov 07, 2021",Anthony C,/user/id/Facebook_595373773,RT,Facebook_595373773,https://graph.facebook.com/v3.3/595373773/picture
5.0,Anothe Masterpiece from Dennis Villenueve... Can't wait for the second part,Ricardo D,False,False,False,False,5.0,"Nov 07, 2021",Ricardo D,/user/id/Google_112787759489256174362,RT,Google_112787759489256174362,
5.0,Great special affects.  Great story.,Tom B,False,False,False,False,5.0,"Nov 07, 2021",Tom B,/user/id/958608916,RT,958608916,
4.5,"Visually captivating, a spot on adaptation of the original story, helped further by the amazing performances of all on screen. The film's soundtrack is beautiful and interestingly unique, accompanying the story perfectly. Action was spread out but when there was action, you knew about it! The characters were interesting enough enough to keep the pace rolling and at no point did I find the film too ""slow"". My only problem with Dune was the abrupt ending, as we leave the characters mere moments after the start of a new plot point.",James M,False,False,False,False,4.5,"Nov 07, 2021",James M,/user/id/979312202,RT,979312202,
1.5,"Plot impossible to follow unless one had read the book or seen the earlier version.
Sound too loud.
Good visual special effects.",:(,True,False,False,False,1.5,"Nov 07, 2021",:(,,Fandango,c390a3af-cf65-49ca-ada7-5b5190bc97f7,
5.0,"Watched the new Dune movie last night.  Without having read the book, it was awesome.  Paul Atreides reminds me of T.E. Lawrence if he were descended from Mycenaean Kings and went on to be a Mohammed himself.  Everything feels like it could actually take place in our future and feels in line with real world historical entities, patterns etc.  Very refreshing from other sci fi which can overwhelm you with an endless supply of randomly spawned alien races all making deals and bickering in taverns and senate houses.  You get a sense of the scale of the empire in Dune without them stuffing it all into every place.",Tristan D,False,False,False,False,5.0,"Nov 07, 2021",Tristan D,/user/id/978742681,RT,978742681,https://graph.facebook.com/v3.3/156171052656433/picture
5.0,"It's really close to the source material; the visuals are just mesmerizing; the acting is very good, particularly those of Timothée Chalamet and Rebecca Ferguson. It is a great introduction to the universe.",Arthur F,False,False,False,False,5.0,"Nov 07, 2021",Arthur F,/user/id/Facebook_4849097851776250,RT,Facebook_4849097851776250,https://graph.facebook.com/v3.3/4849097851776250/picture
4.5,"As a long time fan of Frank Herbert's work. And of his son, Brian & Kevin J Anderson's continued storytelling in his world. I can say this is the best visualization I've seen so far. I eagerly await part 2 & gaurdedly hope that they will continue with all the books just so I can see what I've only pictured in my mind when I read.",Keith,True,False,False,False,4.5,"Nov 07, 2021",Keith,,Fandango,ffbeb1fc-7120-44dd-b504-c4567882c532,
5.0,"Loved it, had read the books many years ago abs very happy with the adaptation. Felt it ended at a logical point too and you could feel the end was coming for ten minutes or so.

If you have no knowledge of the story or Dune universe I think you'll be fine, it skins over some of the less important elements but you'll lose nothing from the key story points as it's cleverly done.",Phil P,False,False,False,False,5.0,"Nov 07, 2021",Phil P,/user/id/977689641,RT,977689641,
4.5,"I just wish the director had chosen a less anticlimatic point to stop the story at! Can't wait too see part 2, though.",Carol X,False,False,False,False,4.5,"Nov 07, 2021",Carol X,/user/id/977033712,RT,977033712,
5.0,"Incredible from start to finish, only wish the second part could come sooner",Mike W,False,False,False,False,5.0,"Nov 07, 2021",Mike W,/user/id/976220414,RT,976220414,https://graph.facebook.com/v3.3/10151988691061786/picture
3.0,It was hard for me to follow the movie.,Anna,True,False,False,False,3.0,"Nov 07, 2021",Anna,,Fandango,39224f34-e7df-4177-ad3f-178bbb0d0ca4,
0.5,"Boring, long, uncut, lazy, inexpressive, faded, viscous, empty, cold, unfinished.", ,False,False,False,False,0.5,"Nov 07, 2021", ,/user/id/978449844,RT,978449844,https://graph.facebook.com/v3.3/2690234437723316/picture
5.0,Amazing work. It is a great moviendo and it shows the inspiration of the book. I have bien a great fan of Dune and I feel sarisfated with this work. I have bien waiting the seco second part.,Gerard C,False,False,False,False,5.0,"Nov 07, 2021",Gerard C,/user/id/979332823,RT,979332823,https://graph.facebook.com/v3.3/4798176833549894/picture
0.5,"So I saw this expecting it to be a masterpiece with how people praised it. So disappointed the film expects audiences to understand a lot of dune lore to enjoy this film, think the hype for this director being the next Nolan is wrong too. The cast are all big names but still didn't enjoy this one. The sudden ending also left me feeling finally it's over rather than excited for any potential sequels it gets. If you want to watch an entertaining version of this see the original Dune not this one. 1/10",James J,False,False,False,False,0.5,"Nov 07, 2021",James J,/user/id/Google_101746497207338544564,RT,Google_101746497207338544564,
5.0,Seriously such a good movie I can’t wait for the next one the set it up so well and story line was great good introduction of characters,mindy,True,False,False,False,5.0,"Nov 07, 2021",mindy,,Fandango,D02514A6-C6DB-4F51-94F9-31C6BE691B72,
5.0,"Loved the original, but this adaptation is simply incredible—Can't wait for the second installment. My only gripe is that this film is incredibly LOUD … The sound was so unbalanced that I was thankful to watch it with subtitles on HBOmax. Otherwise, I would have missed half the dialogue.",Paul B,False,False,False,False,5.0,"Nov 07, 2021",Paul B,/user/id/dd14835f-b31c-4459-a7f2-40c3807390b8,RT,dd14835f-b31c-4459-a7f2-40c3807390b8,
5.0,Absolutely incredible,Daniel H,True,False,False,False,5.0,"Nov 07, 2021",Daniel H,,Fandango,E1C57386-143E-4AA8-9CA8-011B1A33E014,
5.0,Mind-blowing interpretation of Dune by Denis Villenerve. A must-see for 2021. The cinematic experience is breath-taking and nothing like you have seen before.,Pam T,False,False,False,False,5.0,"Nov 07, 2021",Pam T,/user/id/979332735,RT,979332735,
4.0,"Respects the source material, and takes several scenes in new directions. My only complaint is that in the book the heat of dune seemed to be a much bigger deal.",Tas B,False,False,False,False,4.0,"Nov 07, 2021",Tas B,/user/id/979332713,RT,979332713,
5.0,"Best movie since LOTR, FOTR.",Steve  G,False,False,False,False,5.0,"Nov 07, 2021",Steve  G,/user/id/979332668,RT,979332668,
4.5,"Real enjoyed the movie, But you must watch it on IMAX. 
i have never finished reading the book but have seen all the movie & tv adaptions. i can understand from ""star wars: episode one"" the politics caused the story momentum to come to a stop, this movie does not let the intense politics over take the story but it does lack some details about what is going on behind the scenes that drive some characters. Sadly we have to wait for part 2.",joe b,False,False,False,False,4.5,"Nov 07, 2021",joe b,/user/id/978639959,RT,978639959,
5.0,Great story plot!! Can’t wait for the next one,Elizabeth T,True,False,False,False,5.0,"Nov 07, 2021",Elizabeth T,,Fandango,D0DA1BB6-BAEB-48D1-B589-FC3622B9CDD6,
5.0,"Excelente película, de lo mejor del año. Esta versión es muchísimo mejor que la del 84 de David Lynch y creo que fue la decisión correcta hacer la historia en dos películas, ya que proporciona mucho mejor ritmo y tiempo para completar algunos de los detalles de esta historia tan compleja. La película se disfruta muchísimo mas en el cine, pudiendo apreciar mas su belleza visual y sonora; esta banda sonora es realmente de otro mundo, gran trabajo del maestro de Hans Zimmer, quien hace que estas melodías no sean solo para acompañar a las escenas, sino que son poderosas notas para hacer sentir el miedo en cada escena, o en cada momento que viven los personajes. La fotografía es sobresaliente y el diseño de producción es excelente. El trabajo de Denis Villeneuve también es brillante, un director de admirar. Por otro lado, sin saber absolutamente nada del universo de Dune, la película me encanto, y eso lo destaco mucho. Aunque a muchas personas les puede resultar lenta y aburrida por su ritmo y larga duración, a mi no se me hizo pesada en ningún momento y siempre me mantuvo entretenido. Los efectos especiales son increíbles, parece que ni se usan y todo lo que se ve es real. Las actuaciones son excelentes por parte de todo el cast, el cual es de otro nivel. Timothée Chalamet, Jason Momoa y Rebecca Ferguson fueron mis favoritos, la verdad la rompieron. También destaco el gran trabajo de Stellan Skarsgård, con ese temerario diseño de su personaje. Por otro lado, el personaje de Zendaya pensé que iba a tener mas importancia en la historia por todo lo que se veía, pero no fue así; aunque en la segunda parte parece ser que se lo vera muchísimo mas. En conclusión, una película excelente que me dejo con ganas de seguir viendo mas sobre este extenso universo, espero con ansias la segunda parte en la que parece que ya vendrán los momentos mas potentes y frenéticos de la historia. Muy recomendada.",Pedro G,False,False,False,False,5.0,"Nov 07, 2021",Pedro G,/user/id/a3319f89-b496-498f-a6f5-6083e70db9ef,RT,a3319f89-b496-498f-a6f5-6083e70db9ef,
5.0,Thought it was a big improvement over the first movie. Not sure I like having to wait for Part 2.,Kris,True,False,False,False,5.0,"Nov 07, 2021",Kris,,Fandango,48c70b94-8f82-4d03-8946-416d9d9c7ac1,
0.5,Movie was hard to understand and way too long. Don’t recommend.,First L,True,False,False,False,0.5,"Nov 07, 2021",First L,,Fandango,72799066-850C-4978-A5DA-BE0865100FAC,
5.0,Very stylistic and loved the cinematography!,JP,True,False,False,False,5.0,"Nov 07, 2021",JP,,Fandango,f5ba05c5-e6cf-43b2-86b8-3570545e9cb5,
4.5,“Bless the Maker and His water.” Just shy of brilliant (maybe until part 2). All the complaints about there being no context or backstory sort of miss the point of a director respecting the audience enough to immerse us in the story as it happens. DV follows the book and builds a living breathing world instead of feeding it to us. ,,False,False,False,False,4.5,"Nov 07, 2021",,,Flixster,0badcdcd-d2e9-47fd-98bb-80b6499c6979,
0.5,"Terrible awful, poorly connived gotta believe these are all fake reviews because no one who watched it, and stayed awake would like it!",Steven P,False,False,False,False,0.5,"Nov 07, 2021",Steven P,/user/id/976058289,RT,976058289,
4.0,"Absolutely breathtaking on a technical level, Dune is a truly immersive experience that matches its narrative and world-building with its grand ambition on an epic scale.",Jordan S,False,False,False,False,4.0,"Nov 07, 2021",Jordan S,/user/id/979332367,RT,979332367,
5.0,one of the best movies i’ve ever seen,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,a4cf5e4a-e5cf-4034-a0c4-daa3918f584f,
5.0,I knew about dune before watching this movie but never took the time to dive into the series until watching this film. It's a pretty good representation of the first part of the book. I love Timothee as Paul!  But the whole cast was great. I haven't been this excited about a series since game of thrones. Can't wait for the next one and hopefully more! :),Megan Q,False,False,False,False,5.0,"Nov 07, 2021",Megan Q,/user/id/979332394,RT,979332394,
4.5,Enjoyed it.  But music was overwhelming at times.  Wished it would just go quiet for a bit.,Kat,False,False,False,False,4.5,"Nov 07, 2021",Kat,,Fandango,ae4508f9-9a7a-4631-a81b-53d13985f732,
5.0,"There wasnt a single thing I didnt dislike about the film, if anything I cant wait for chapter 2. Excellent cast story live very close to the book.",Tesya,True,False,False,False,5.0,"Nov 07, 2021",Tesya,,Fandango,1f447a73-b66f-4aef-b1cf-f28323e928c8,
5.0,"This is the latest in a string of spectacular science fiction movies (inc. Blade Runner 2049, Interstellar, Inception and Tenet) that do not hide away from complexity. Dune is a little thinner on ideas than some of these examples, but this is more than compensated by the incredible visuals.",James H,False,False,False,False,5.0,"Nov 07, 2021",James H,/user/id/d60269a4-5410-4abd-ac93-3717c599d48a,RT,d60269a4-5410-4abd-ac93-3717c599d48a,
4.0,I liked the visual spectacle and the sound design. The acting was a bit dry and I didnt really care as much as I was asked to about the characters. My criticism is that a feminist perspective was wasted. I did like the big fight scenes and thought overall the narrative was pushed along fairly true to the book.,Therese K,True,False,False,False,4.0,"Nov 07, 2021",Therese K,,Fandango,7292c557-0d75-4daf-921a-80d20f95eb20,
4.5,Great movie with a wonderful score!,JW,True,False,False,False,4.5,"Nov 07, 2021",JW,,Fandango,49F8C630-14A1-4F6C-A449-442533F0AA32,
5.0,"Fantastic movie, great acting, I like the story, kept me engaged till the end. Highly recommend and I can't for the next chapter.",Mickey,True,False,False,False,5.0,"Nov 07, 2021",Mickey,,Fandango,ab652be2-4411-4625-8a7d-2e909f35746c,
0.5,Aburrida Aburrida Aburrida,David R,False,False,False,False,0.5,"Nov 07, 2021",David R,/user/id/976963589,RT,976963589,https://graph.facebook.com/v3.3/303787973461018/picture
5.0,"I agree with Nate Z's review, at least partially. The first Dune movie followed my reading this incredible book that took Frank Herbert about 8 years to write. That impressed me as to how well thought out the story was. The first movie left me feeling unfulfilled. Really unfulfilled. I had heard that it was cut from 8 hours to fit in to the theaters. So I read the book again and again, 5  times total as well as the smaller sequels a couple of times. With this new addition to the story I was shocked to find out that after 3/4's of the way through it wasn't 3/4's of the way through this book. That meant there was more of the story to come. I hope its a big box office success because it is so well done in telling Herbert's story. Villeneuve has really succeeded in getting the story on film. I sincerely hope he's able to do a second part and even a third if necessary.  At least then in the future one will be able to watch it all in the future. Like I can now enjoy 'Bond' without having to wait a year between books and films. I have to see it in a theater now thanks to what Nate Z said. GLS",Greg S,False,False,False,False,5.0,"Nov 07, 2021",Greg S,/user/id/979331881,RT,979331881,https://graph.facebook.com/v3.3/4657990567573253/picture
5.0,only downside is the end leaves you totally hanging for part II,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,02017eeb-5670-4242-b169-35f81899625b,
4.0,never saw the original. was immediately disappointed when it started and tells u it's not a complete story and there's gonna be at least a sequel. underdeveloped characters but great cast.,tracy,True,False,False,False,4.0,"Nov 07, 2021",tracy,,Fandango,1BDF2187-3651-4D52-B538-2A703E1261F1,
4.5,Acting was terrific and thoughtful. Use of supernatural elements were effective and highly inventive. Looking forward to the second part.,Mark,True,False,False,False,4.5,"Nov 07, 2021",Mark,,Fandango,6b14c993-07d5-47df-9259-28a1ded5ff93,
5.0,"Esta película demuestra que arriesgarse es bueno, se merece una segunda parte",Cesar S,False,False,False,False,5.0,"Nov 07, 2021",Cesar S,/user/id/976966923,RT,976966923,
5.0,"Fantastic, very much how I envisioned it from the book. I am glad they opted to back it in to multiple movies. The scope of the stories demand it, Part one ends at a the right place in the story line. I can't wait for part two.",Keith T,False,False,False,False,5.0,"Nov 07, 2021",Keith T,/user/id/979331851,RT,979331851,https://graph.facebook.com/v3.3/5190988987584078/picture
5.0,Excellent job with part 1.  Can't wait for part 2,Douglas B,False,False,False,False,5.0,"Nov 07, 2021",Douglas B,/user/id/966944367,RT,966944367,
5.0,The best movie this year. It lives up to the book and I’m so happy that they are making a part two. Well acted and word of mouth is why this movie is continuing to perform well even through COVID. A must watch for the entire family. ,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,7611b7fb-8545-4147-8aa9-7bc68b2341ef,
5.0,Good movie. Not enough Zedaya!,Mombie,True,False,False,False,5.0,"Nov 07, 2021",Mombie,,Fandango,434dc31e-00c6-4278-88f0-e9cfaea74335,
2.5,"Although this was an improvement over the 80's version, it seems that no one can translate the book into a decent movie.  It is very slow, somewhat confusing and rather lackluster in entertainment. I had a hard time staying awake.  Zendaya is shown often in the trailer, but had about 10 lines in the whole movie.  I love a good sci-fy film, but couldn't get into this one.",George R,False,False,False,False,2.5,"Nov 07, 2021",George R,/user/id/970215122,RT,970215122,
4.0,Loved the actors and storyline but felt the music for the movie fell short.,Debi,True,False,False,False,4.0,"Nov 07, 2021",Debi,,Fandango,94F2F4D4-EB23-4801-A40A-93986B970366,
3.5,"A little confusing and slow, but sets up an even better movie to come in a few years!",Brady S,False,False,False,False,3.5,"Nov 07, 2021",Brady S,/user/id/979331751,RT,979331751,
0.5,This Has to be the worst movie I've seen it was long boring and I kept waiting for something to freaking make me feel like staying there for three hours hours,Lisa A,False,False,False,False,0.5,"Nov 07, 2021",Lisa A,/user/id/979331745,RT,979331745,https://graph.facebook.com/v3.3/10158292708646280/picture
3.0,It was an ok movie. Politics set in science fiction. Not sure what all the hype is about.,Jay R,False,False,False,False,3.0,"Nov 07, 2021",Jay R,,Fandango,34A690E9-866A-4BBA-8D61-3C2156156D94,
1.5,Fabulous special effects that somehow didn't mesh with the sub-par acting and the choppy dialogue. It would be hard to discern whether this ho-hum ‘spectacular' was a comedy or a spoof without the background visuals and the hyper-dramatic sound. Flavorless eye candy…,Jeff J,False,False,False,False,1.5,"Nov 07, 2021",Jeff J,/user/id/979331604,RT,979331604,
5.0,"Loved this movie!! Fantastic, although it may be difficult to follow the story.  Still the visuals and acting is excellent!!",Rodrigo Huete,True,False,False,False,5.0,"Nov 07, 2021",Rodrigo Huete,,Fandango,18037CB9-4520-458A-A35B-6A8CDF9800D3,
5.0,loved this movie! excited for what’s next!,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,764165b9-d7b7-41f4-9fe1-80598c75b40f,
5.0,Filme incrível na expectativa para o segundo que deve ser melhor que o primeiro.,David F,False,False,False,False,5.0,"Nov 07, 2021",David F,/user/id/979227853,RT,979227853,https://graph.facebook.com/v3.3/2873919676162412/picture
4.5,Watched it twice. Miles more understandable and superior to the 1984 David Lynch adaptation. Luv the dragonfly helicopter. Momoa steals the show with the only bit of humour throughout. Dunno if we'd get to see Part 2 and conclusion of the book ever!,Richard Y,False,False,False,False,4.5,"Nov 07, 2021",Richard Y,/user/id/Facebook_624224141,RT,Facebook_624224141,https://graph.facebook.com/v3.3/624224141/picture
5.0,"Beautiful, stunning to the eyes interpretation of Frank Herbert's Dune. LOVED it!",Gabriel P,True,False,False,False,5.0,"Nov 07, 2021",Gabriel P,,Fandango,98a0bcba-1e9b-4d8b-b1fa-f433a2d91955,
0.5,I think that the movie was a waste of 3 hours because it gave no context and just threw the viewers to the wolves. I want to punch the man who made this film in the face. This movie should be banned in the United States. If you think this movie was good you should take a mental evaluation. I'll buy a physical copy just so I can urinate on it everyday I wake up.,Jaxon L,False,False,False,False,0.5,"Nov 07, 2021",Jaxon L,/user/id/979331409,RT,979331409,
4.5,"Denis Villeneuve definitely has a thing for rescuing or continuing where others left off, and in my opinion does it well enough to be lauded for that alone. I saw the David Lean movie on home video and couldn't follow the plot; it was a mess, but I thought the casting and effects were good (up to a point).
This is a very different film and although I would have liked more back story on the emperor - hence the lack of 5 stars (I assume this is provided in the book which I haven't even picked up, let alone read) - I think there's enough here to provide an epic film which is visually stunning with a great soundtrack. Casting is fine, I think a follow up would answer the critics of any of the leads.
Also I saw it in a 4Dmax cinema which just adds to the spectacle; I would like to see it again in IMAX because the visuals are simply amazing and the set design is worth seeing on a big screen to appreciate the effort put in here.",IAN M,False,False,False,False,4.5,"Nov 07, 2021",IAN M,/user/id/978557932,RT,978557932,
5.0,Absolutely Beautiful ⭐️ ⭐️ ⭐️ ⭐️ ⭐️ ,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,9053f786-b6d2-42e6-bdbc-0617138b8fbe,
4.0,Good music. Would have liked to see subtitle in english as in some places the language was not english,AB,True,False,False,False,4.0,"Nov 07, 2021",AB,,Fandango,62ef86f9-cbc4-4d74-b93f-ca8db3360880,
0.5,bad. no backstory. dark. too quiet sometimes. i didn’t know what the heck was going on,Alexis,True,False,False,False,0.5,"Nov 07, 2021",Alexis,,Fandango,841993BD-2C91-4730-8C45-F11D4B0B4F54,
3.5,"I would have rated it higher. I did really like it, but I felt unsatisfied when the movie was over. It felt too long, and too short at the same time.",David W,False,False,False,False,3.5,"Nov 07, 2021",David W,/user/id/963753979,RT,963753979,
5.0,Awesome! When is the next one coming out?,Mary,True,False,False,False,5.0,"Nov 07, 2021",Mary,,Fandango,3755ffb4-87e5-4fe1-83cd-8c20fcfaff39,
3.5,overall it was good. a bit long. kinda wish they wrapped things up more but I guess it was a true part 1.,Steven A,True,False,False,False,3.5,"Nov 07, 2021",Steven A,,Fandango,D6E808FE-8C05-4EE3-B5A2-9B074E7402DF,
4.0,"Not Bad.But the dialog was difficult to follow, we found ourselves wishing for subtitles. Maybe the sound balance was off in our theatre, but background noise drowned out voices, and if background sound wasnt the problem a lot of the dialog sounded either muffled or as if the actors were not adequately enunciating. If we hadnt been familiar with the story I think we would have been pretty lost. Visually quite spectacular",bunyip,True,False,False,False,4.0,"Nov 07, 2021",bunyip,,Fandango,256d69a4-f74a-410b-99b4-1c1c0889719b,
5.0,The actors and actresses were an awesome combination.,Deane,True,False,False,False,5.0,"Nov 07, 2021",Deane,,Fandango,94dc64b3-415d-415e-862d-a5cdae096a59,
4.0,"Beautiful scenes and grand themes - great acting, too",Paul G,True,False,False,False,4.0,"Nov 07, 2021",Paul G,,Fandango,b8608ad8-e09b-414b-8dac-51ac14ce6172,
5.0,"Brilliant!  DV knew the material.  Understood it at its core.  Perfectly captures the story visually and at its essence.  Excellent casting.  TC is outstanding as Paul.  Was not thrilled with JM's casting as Duncan Idaho but he was wonderful - the heart of the movie.  I loved the Lynch version, even though it did not quite work - it was a beautiful, but flawed film.  This is flawless.",S H,False,False,False,False,5.0,"Nov 07, 2021",S H,/user/id/977315741,RT,977315741,
5.0,This is the greatest Science Fiction Movie of all time in my opinion.,Gerean R,False,False,False,False,5.0,"Nov 07, 2021",Gerean R,/user/id/978886205,RT,978886205,
4.0,Great visuals! Characters are done quite well.,Joe,True,False,False,False,4.0,"Nov 07, 2021",Joe,,Fandango,a1201887-508e-4e28-91ef-7b5bcf3c7035,
3.5,I didn't know anything about Dune going into this movie. Didn't watch the original. Didn't read the books. I went into this completely blinded. I just wanted to support the cast. But after watching it … I enjoyed how it was shit visually… and why did they end the movie like that? I definitely get why we are getting a part 2 cause that was definitely a cliffhanger,Jasmine C,False,False,False,True,3.5,"Nov 07, 2021",Jasmine C,/user/id/979328780,RT,979328780,
5.0,Loved it! Better than I even hoped!,,False,False,False,False,5.0,"Nov 07, 2021",,,Flixster,922273dd-6d5f-4ad3-8e05-52268503c746,
5.0,A true EPIC! and a must-watch on the big screen.,Ray K,False,False,False,False,5.0,"Nov 07, 2021",Ray K,/user/id/976014116,RT,976014116,
4.0,Had no context or understanding for the movie going into it. I really like the introduction to the possible new universe building series. ,,False,False,False,False,4.0,"Nov 07, 2021",,,Flixster,e67f2c42-5b6d-4c2c-93c4-7c7cc9dda074,
5.0,Awesome. They better make Part 2.,Frank,True,False,False,False,5.0,"Nov 07, 2021",Frank,,Fandango,fc9a0403-b304-46d4-9919-34005b8f5d28,
5.0,Beautiful adaptation of the first half of Frank Herberts Dune,Google,True,False,False,False,5.0,"Nov 07, 2021",Google,,Fandango,7d4421da-0909-41d6-83c5-581efebd639c,
5.0,Good movie great story great cast.  it's going to lead to big action.  Can't wait for Part Two.,solomomn,True,False,False,False,5.0,"Nov 07, 2021",solomomn,,Fandango,94b58370-b540-4ba8-86cf-edd647b559ec,
5.0,Follows the book well. AMAZING effects. Beautiful cinematography. Must see on the big screen. Can't wait for the next one!,jollee,True,False,False,False,5.0,"Nov 07, 2021",jollee,,Fandango,6d3b3d1f-950c-4613-bb4a-42f48aecc2cd,
5.0,"Please go watch this movie, you need this",Luis C,False,False,False,False,5.0,"Nov 07, 2021",Luis C,/user/id/972479661,RT,972479661,https://graph.facebook.com/v3.3/1094859347214762/picture
4.0,"Great film. Some changes are amazing, some changes are not. Zendaya though? No other actress out there who actually knows how to act? Anyway, can't wait for the next part.",Nomad M,False,False,False,False,4.0,"Nov 07, 2021",Nomad M,/user/id/978766378,RT,978766378,
5.0,Absolutely amazing! Great story! Great acting! Great visuals! Everything you want in a good movie.,Lucy L,False,False,False,False,5.0,"Nov 07, 2021",Lucy L,/user/id/c0a066b8-7af0-4d0b-9550-abec42659d8c,RT,c0a066b8-7af0-4d0b-9550-abec42659d8c,
5.0,Just amazing from beginning to end. Every single person that worked on this movie deserves to be congratulated.,Ryan C,False,False,False,False,5.0,"Nov 07, 2021",Ryan C,/user/id/780d4309-affb-4a34-9844-1af6c09f93fa,RT,780d4309-affb-4a34-9844-1af6c09f93fa,
0.5,Zero Character or story development. Audience baiting trailer shots that were so segmented and never realized. This movie makes Eternals look like a masterpiece.,Yiming X,False,False,False,False,0.5,"Nov 07, 2021",Yiming X,/user/id/977886486,RT,977886486,
2.0,I didn’t expect this type movie,Sindy,True,False,False,False,2.0,"Nov 07, 2021",Sindy,,Fandango,C96B8BDE-307D-432D-A0DC-19C1CD92C1E2,
5.0,Incredible! Seen it twice already and plan to watch over and over again!,Nikko,False,False,False,False,5.0,"Nov 07, 2021",Nikko,,Fandango,4009B120-80B5-4D8D-AE41-0B67C0DB55DC,
5.0,Fantastic. Well worth the watch. Rebecca Ferguson and Charlotte Rampling were giving us everything.,Harrison R,False,False,False,False,5.0,"Nov 07, 2021",Harrison R,/user/id/979330804,RT,979330804,
5.0,"exceeded expectations--first time in a while.  i reread the 1st 3 dune books following hurricane ida, when everything was out.  my wife, who does not like sci fi, surprised me when she said she liked the movie and followed the plot ... she even was disappointed when the movie ended and has to wait for part 2.",david w,True,False,False,False,5.0,"Nov 07, 2021",david w,,Fandango,42a52e98-2993-4002-b772-43b394136574,
3.5,"Dune is visually stunning and has a very intriguing story.  The problems are that I don't have an emotional connection to the characters, I don't know most of their names and there's no ending.",Jeffrey S,False,False,False,False,3.5,"Nov 07, 2021",Jeffrey S,/user/id/59ea824f-1b00-4822-9d6c-67c5914df1ac,RT,59ea824f-1b00-4822-9d6c-67c5914df1ac,
5.0,Loved it. Great casting.,Bethany,True,False,False,False,5.0,"Nov 07, 2021",Bethany,,Fandango,6c2ca74d-4ddc-4878-b9f6-0103129a7941,
5.0,A wonderful adaptation of the classic Frank Herbert novel that was very true in spirit to the novel and yet the novel did not have to be read to appreciate the film!  Looking forward already to the sequel!,Robert K,True,False,False,False,5.0,"Nov 06, 2021",Robert K,,Fandango,fed65117-155f-412c-98eb-96b547090ac1,
2.0,"Boring, but that wasn't a surprise for a movie from Denis Villeneuve.",Reginald S,False,False,False,False,2.0,"Nov 06, 2021",Reginald S,/user/id/978891080,RT,978891080,
5.0,Very good! Even better than expected!,Scimerio C,False,False,False,False,5.0,"Nov 06, 2021",Scimerio C,/user/id/977271899,RT,977271899,
2.0,2 stars because it looked amazing on the big screen. Cinematography was on point. Pretty confusing plot and I think we've all had our fill of sand-worms and glutton evil emperors at this point. Not worth a re-watch,Brandon Z,False,False,False,False,2.0,"Nov 06, 2021",Brandon Z,/user/id/978997937,RT,978997937,
3.0,"Slow and boring at times (was it originally made for a tv show or? ) . Sound Effects design was overpowered by the zimmer music - very polished imagery,almost too clean and too much CGI(mostly wide landscape shots) , not enough practical effects especially with suits and tech stuff.really needs more emotion in general this movie. The fight scenes were poorly filmed and you just disconnect because it is All very pretty and cool, All are way too cool except the Mother, she was spoton. Great concept art and Nice picture- felt like café latte but was expecting nano quantum teenage angst redbull.Swords where awsome. Meh",Thor M,False,False,False,False,3.0,"Nov 06, 2021",Thor M,/user/id/978029385,RT,978029385,https://graph.facebook.com/v3.3/10218754748404578/picture
5.0,"great visuals, sound design, soundtrack, and casting. It has the feeling of being the start of something big.",Christopher C,True,False,False,False,5.0,"Nov 06, 2021",Christopher C,,Fandango,CEFC1E4E-30E9-417C-AE4A-958C9DBC0D5F,
5.0,Amazing movie way better then the original!!!,Christopher  O,False,False,False,False,5.0,"Nov 06, 2021",Christopher  O,/user/id/979330522,RT,979330522,
2.0,I found the lighting to be particularly awful and uninspiring. The story line dragged and in many of the scenes the actors mumbled. I wished for subtitles. As it stands at present the Dune predecessor was superior.,Patrick H,False,False,False,False,2.0,"Nov 06, 2021",Patrick H,/user/id/979330503,RT,979330503,
1.0,"Absolute bore. Probably the worst casting in the history of cinema. Total waste of time. If you loved the book, acoustic this movie.",James H,True,False,False,False,1.0,"Nov 06, 2021",James H,,Fandango,ffb76c70-3c2e-41bd-9d6d-38c12237fe05,
5.0,Awesome movie. Way better than the 1984 version.,Bryan B,True,False,False,False,5.0,"Nov 06, 2021",Bryan B,,Fandango,7EC8099A-D187-4A73-B324-99AE7EF00BBB,
5.0,Highly stylised with an enveloping soundtrack. Every moment felt uncertain.,Cori,True,False,False,False,5.0,"Nov 06, 2021",Cori,,Fandango,3b378fdd-73d0-46fa-9de1-418d66eec41a,
3.0,I was so lost. The movie ended and I still had no idea what was going on. For a first time watcher like me it was tough to paint the overall picture.,expressthemeaning G,False,False,False,False,3.0,"Nov 06, 2021",expressthemeaning G,/user/id/979330305,RT,979330305,
